gene,treatment1_mean,treatment2_mean,log2FoldChange,padj,gene_name,gene_def
K00072,56.7396950707401,60.8096506237682,0.104513300161792,0.976455452915542,SPR,sepiapterin reductase [EC:1.1.1.153]
K00073,0,0,0,NA,allD,ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]
K00074,31.7126936960972,23.0724496828231,-0.454879684637072,0.935189912789748,"paaH, hbd, fadB, mmgB",3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K00076,1.20312816464026,1.37649874672855,0.17882422220436,NA,hdhA,7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
K00077,627.80105496263,712.216173145777,0.18193507951878,0.885884851157423,"panE, apbA",2-dehydropantoate 2-reductase [EC:1.1.1.169]
K00078,526.797170087411,1085.07014437547,1.04383196102438,0.127014317096209,DHDH,dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K00079,747.605675154209,745.731019357577,-0.003974841246282,0.998472003947091,CBR1,carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]
K00082,9.74475277994166,5.38003318205657,-0.854041009389795,NA,ribD2,5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]
K00083,0,0,0,NA,CAD,cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]
K00088,537.366519782194,409.848586623151,-0.389371062486488,0.819397417986726,"IMPDH, guaB",IMP dehydrogenase [EC:1.1.1.205]
K00091,1249.78477647753,1405.19960975057,0.169734877123816,0.806532344835068,E1.1.1.219,dihydroflavonol-4-reductase [EC:1.1.1.219]
K00099,2010.9598956806,2516.68338137372,0.323922245741155,0.76106612373664,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K00101,243.349995384878,283.458360384456,0.223180725235809,0.912330618052616,lldD,L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K00102,66.4325042748259,73.3895173983754,0.142037378156451,0.963782079116564,"LDHD, dld",D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K00103,72.9323880176071,34.3167091812394,-1.09038211610399,0.726567860681775,GULO,L-gulonolactone oxidase [EC:1.1.3.8]
K00104,122.122868660359,308.852953252364,1.34130630485055,0.018938389399293,glcD,glycolate oxidase [EC:1.1.3.15]
K00106,603.88818279211,448.627785487455,-0.430317959723304,0.233100671258414,XDH,xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]
K00108,280.197471612225,359.571894609124,0.357950197954787,0.584910476329773,"betA, CHDH",choline dehydrogenase [EC:1.1.99.1]
K00109,126.960290717574,163.88754304797,0.364851456105446,0.840970233502163,L2HGDH,2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]
K00111,947.517339674175,817.922899089329,-0.212133512212889,0.776802328269483,"glpA, glpD",glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K00118,5.11401242033045,3.44934177086991,-0.576581703829148,NA,gfo,glucose-fructose oxidoreductase [EC:1.1.99.28]
K00121,532.114451401776,664.65008469116,0.321397701032913,0.674960421778209,"frmA, ADH5, adhC",S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K00122,1.20312816464026,1.03139191670112,-0.24215101631868,0.990928564292154,FDH,formate dehydrogenase [EC:1.17.1.9]
K00128,795.77637824138,742.747929637843,-0.100697507974683,0.949023451991931,ALDH,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00129,80.6732530831141,60.5069690732295,-0.412655692861067,0.838457688817587,E1.2.1.5,aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]
K00130,25.9014784006597,15.7311238033453,-0.722073525510591,0.912100187620445,"betB, gbsA",betaine-aldehyde dehydrogenase [EC:1.2.1.8]
K00131,317.663008639741,295.254724368362,-0.108421701733781,0.961964039974724,gapN,glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
K00133,788.567984224277,887.009607004966,0.170816223699051,0.910197977941821,asd,aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K00134,123267.786027896,138396.272877496,0.167014866975758,0.776897981318826,"GAPDH, gapA",glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
K00135,394.178321825785,362.054087598775,-0.123939483092701,0.947003159556681,gabD,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K00137,0,1.54708787505167,3.18200744756883,NA,prr,aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
K00138,2.22950536055483,6.92843509071682,1.64577429774866,NA,aldB,aldehyde dehydrogenase [EC:1.2.1.-]
K00139,12.8332093075243,10.5347907215854,-0.284096792164634,0.972266631697865,ALDH5A1,succinate-semialdehyde dehydrogenase [EC:1.2.1.24]
K00140,687.583344871329,683.384754854516,-0.011124030785103,0.996176117999233,"mmsA, iolA, ALDH6A1",malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K00142,78.5784920538239,106.383578137278,0.439029102284017,0.862520750751521,AASDH,acyl-CoA synthetase [EC:6.2.1.-]
K00143,67.6648312560948,45.6344460142855,-0.572446624254673,0.774663912438502,LYS2,L-2-aminoadipate reductase [EC:1.2.1.95]
K00145,578.088283703787,644.28557024609,0.155574869743667,0.932410952665678,argC,N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
K00146,8.97970741804484,64.0824924242995,2.84646360711577,0.063413512927251,feaB,phenylacetaldehyde dehydrogenase [EC:1.2.1.39]
K00149,67.6216450297078,80.4006257497589,0.250825691712283,0.914476740905587,ALDH9A1,aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
K00151,0,0.426028815623719,1.34646667582945,NA,"hpaE, hpcC",5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]
K00154,29.2397886605931,21.2358047566509,-0.459575116795317,0.937051734046138,E1.2.1.68,coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K00155,0,0,0,NA,"LNAA, LNBA",L-tyrosine reductase [EC:1.2.1.101]
K00156,2.08790098935668,1.74522650837503,-0.259552443269587,NA,poxB,pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
K00157,5.68007104481836,0,-5.3519466111537,NA,AOX,aldehyde oxidase [EC:1.2.3.1]
K00158,0,0,0,NA,"E1.2.3.3, poxL",pyruvate oxidase [EC:1.2.3.3]
K00161,1640.31054815522,1610.92511581485,-0.024772833014814,0.987085057924783,"PDHA, pdhA",pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K00162,1406.71499628072,1438.61986599767,0.032229820732337,0.981081683120061,"PDHB, pdhB",pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K00164,536.213904849217,573.523291520666,0.095126418902161,0.969809035218972,"OGDH, sucA",2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K00166,21.7066676819639,25.2218488777178,0.196626374785282,0.949023451991931,"BCKDHA, bkdA1",2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]
K00167,30.3207830623344,25.9698008332117,-0.225278317666053,0.951440467137605,"BCKDHB, bkdA2",2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]
K00207,4.43662482218712,3.44934177086991,-0.368338073481906,0.984564779043508,DPYD,dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
K00208,3617.64635057566,3462.4775110469,-0.063092432064824,0.969809035218972,fabI,enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00213,936.741115245572,1125.95149173512,0.26381395616743,0.786147377531339,DHCR7,7-dehydrocholesterol reductase [EC:1.3.1.21]
K00215,314.002102577402,321.108477049111,0.033000817372848,0.995754201142204,dapB,4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00217,47.005238089498,31.6485622467598,-0.569400791359814,0.908584201631125,E1.3.1.32,maleylacetate reductase [EC:1.3.1.32]
K00218,6254.44627456951,7372.19555195019,0.23698737081717,0.738663183504335,por,protochlorophyllide reductase [EC:1.3.1.33]
K00219,84.6143212059337,114.825844694705,0.438527869075853,0.76084292447412,fadH,"2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
K00222,445.005421043426,533.266693435451,0.260285936359098,0.76084292447412,"TM7SF2, ERG24",Delta14-sterol reductase [EC:1.3.1.70]
K00223,93.6649223399909,61.6444377160971,-0.598802953581364,0.770071034995773,ERG4,Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224,123.130595976596,122.788259187007,-0.001503104187482,1,CEQORH,chloroplastic oxoene reductase [EC:1.3.1.-]
K00225,142.685929514081,164.187403810838,0.205321502911295,0.945143264621856,GLDH,"L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]"
K00226,205.721422921196,195.917995828905,-0.071526530898534,0.984072881440394,pyrD,dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227,420.259133294728,475.588295323951,0.175134299195267,0.888184297456677,"SC5DL, ERG3",Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228,4773.70827554749,5184.28206934803,0.118787936851182,0.885884851157423,"CPOX, hemF",coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230,1.48633690703655,1.27808644687116,-0.203304624289037,NA,hemG,menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231,1384.39234362164,1219.47460405147,-0.183629786386406,0.824285912611541,"PPOX, hemY",protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232,385.133098168216,523.658040586768,0.441765040647674,0.418460261664678,"E1.3.3.6, ACOX1, ACOX3",acyl-CoA oxidase [EC:1.3.3.6]
K00234,373.55297447528,294.461230024146,-0.346983488319038,0.733476031105372,"SDHA, SDH1",succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235,574.227821480404,606.300816128719,0.077030415455295,0.969809035218972,"SDHB, SDH2",succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236,266.219025496815,318.019691753565,0.255865215418466,0.908243088342467,"SDHC, SDH3",succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237,201.028740733467,264.632085056196,0.39598984184278,0.813478027621473,"SDHD, SDH4",succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239,1.05291657421257,1.8598286163295,0.791519005101971,NA,"sdhA, frdA","succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
K00240,18.0838047688287,17.6810568038634,-0.024356052593979,0.998325780628241,"sdhB, frdB","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
K00242,2.22950536055483,0.794756577270203,-1.48573925026343,NA,"sdhD, frdD","succinate dehydrogenase / fumarate reductase, membrane anchor subunit"
K00243,69.2424589381176,64.0486037448203,-0.110696352054829,0.984564779043508,K00243,uncharacterized protein
K00244,17.8577696625778,19.1262298289169,0.104581389368267,0.995777830632105,frdA,fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00248,133.02028587849,143.257978184543,0.109386196041578,0.966015231111916,"ACADS, bcd",butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249,2.9327146163868,1.16348433891669,-1.35425544758305,NA,"ACADM, acd",acyl-CoA dehydrogenase [EC:1.3.8.7]
K00252,146.054320633132,49.5988649998122,-1.555412832457,0.09838672488822,"GCDH, gcdH",glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253,74.0245460688966,69.4607720220626,-0.100173077752513,0.967242553821971,"IVD, ivd",isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254,125.804849641402,135.634023808005,0.106595353478121,0.969809035218972,"DHODH, pyrD",dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255,4.94550981052963,5.67265554185614,0.197421598424885,0.99264624660722,ACADL,long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00262,538.250056801143,835.145175875806,0.63299540782414,0.304890964165023,"E1.4.1.4, gdhA",glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263,222.137184345213,158.656009562345,-0.482558886188994,0.776802328269483,E1.4.1.9,leucine dehydrogenase [EC:1.4.1.9]
K00264,1689.46981242706,1555.20290306822,-0.119259331091421,0.886108890336888,GLT1,glutamate synthase (NADH) [EC:1.4.1.14]
K00265,36.609637089711,39.301108586009,0.107685589536117,0.984018714773774,gltB,glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266,9.91099921990242,2.77661842507615,-1.86619755397024,0.61493769211492,gltD,glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270,19.1014246152745,24.6151717430318,0.365002398409444,0.963224511708538,pdh,phenylalanine dehydrogenase [EC:1.4.1.20]
K00272,0,0.794756577270203,2.19663010457119,NA,DDO,D-aspartate oxidase [EC:1.4.3.1]
K00273,118.249595902102,119.538408356179,0.015685468319456,0.997158092491632,"DAO, aao",D-amino-acid oxidase [EC:1.4.3.3]
K00274,246.801295695433,168.898771922159,-0.552449154845067,0.49863497890086,"MAO, aofH",monoamine oxidase [EC:1.4.3.4]
K00275,92.2870462382137,147.937958291148,0.683890275426282,0.426832228705324,"pdxH, PNPO",pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276,60.9579797468713,24.7000087745647,-1.31805907543877,0.451631284156697,"AOC3, AOC2, tynA",primary-amine oxidase [EC:1.4.3.21]
K00278,494.026032210374,448.475472036974,-0.138154195388378,0.94181494240636,nadB,L-aspartate oxidase [EC:1.4.3.16]
K00279,124.105524395558,78.2042156851901,-0.660901795281084,0.702246525179049,CKX,cytokinin dehydrogenase [EC:1.5.99.12]
K00280,1.4663573081934,6.90350012548919,2.20951152981004,0.615761396656084,LOXL2_3_4,lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281,1787.32835075269,1555.52854097948,-0.201138474384218,0.836962177990921,"GLDC, gcvP",glycine dehydrogenase [EC:1.4.4.2]
K00284,4356.97904161768,3985.0636189763,-0.128477607835284,0.926525133669192,"GLU, gltS",glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285,85.870934109702,93.454624158707,0.118603332286997,0.97590929559081,dadA,D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286,451.066119733311,726.376698671231,0.688842947766642,0.238881431120477,proC,pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287,122.088183931148,76.027912783878,-0.681298828890126,0.545529436500323,"DHFR, folA",dihydrofolate reductase [EC:1.5.1.3]
K00288,971.91553405923,777.537732614159,-0.322034979995913,0.638090697964177,MTHFD,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00293,0,0,0,NA,LYS9,"saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"
K00294,309.403131656378,214.788953945308,-0.526608205115378,0.403885157977253,E1.2.1.88,1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295,229.028854835302,139.409062844783,-0.7119501920442,0.188640064329369,MTD1,methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00297,1445.84044160858,1541.2521949589,0.093553771369457,0.938976117311999,"metF, MTHFR",methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00301,81.4485942437105,46.697805051385,-0.795652310951917,0.598715788454679,E1.5.3.1,sarcosine oxidase [EC:1.5.3.1]
K00302,2.10547428812045,1.70411526249488,-0.297772896610598,NA,soxA,"sarcosine oxidase, subunit alpha [EC:1.5.3.1]"
K00303,268.946102065925,253.691181943119,-0.088201549571325,0.963997854733457,soxB,"sarcosine oxidase, subunit beta [EC:1.5.3.1]"
K00306,438.645652178105,467.835588345426,0.094250315296909,0.981610837456534,PIPOX,sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00308,3.88398601708752,2.48881264902595,-0.63970251670569,NA,PAOX,N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00309,0,0,0,NA,dmg,dimethylglycine oxidase [EC:1.5.3.10]
K00310,550.658786186139,592.400408263639,0.10549988972507,0.919249954826996,SE,pyrimidodiazepine synthase [EC:1.5.4.1]
K00311,149.995044087287,157.973164007036,0.068199454639145,0.986686720389063,ETFDH,electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00314,26.0604473405563,26.282761349832,0.01268191396645,0.99901017290017,SARDH,sarcosine dehydrogenase [EC:1.5.8.3]
K00315,3.45917290349308,0.872613254187515,-2.01810822075673,NA,DMGDH,dimethylglycine dehydrogenase [EC:1.5.8.4]
K00318,124.02992380144,73.545255497876,-0.75169102469226,0.567470548790502,"PRODH, fadM, putB",proline dehydrogenase [EC:1.5.5.2]
K00322,311.6588948737,279.597992964904,-0.154112026509781,0.947806319910763,"sthA, udhA",NAD(P) transhydrogenase [EC:1.6.1.1]
K00323,2010.35604425941,2823.62050057432,0.490020701660912,0.634756198951803,NNT,H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]
K00324,4.89934969369316,0,-5.13843629273123,NA,pntA,H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
K00325,78.0372256283379,104.080176281285,0.414903520527234,0.866258373808869,pntB,H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]
K00326,2114.96994741115,2307.17534411169,0.125799358020126,0.886839967173795,E1.6.2.2,cytochrome-b5 reductase [EC:1.6.2.2]
K00327,1524.53134009775,1428.75675250004,-0.093000061898072,0.937426671021073,POR,NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00334,8.17485298870104,1.27808644687116,-2.62073166429897,NA,nuoE,NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00341,0,1.54708787505167,3.18240066852987,NA,nuoL,NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00344,3933.30688127295,4326.38592301535,0.137606438181603,0.881067628005023,"qor, CRYZ",NADPH:quinone reductase [EC:1.6.5.5]
K00351,0,0,0,NA,nqrF,Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354,0,0,0,NA,E1.6.99.1,NADPH2 dehydrogenase [EC:1.6.99.1]
K00355,2.83106944287496,0,-4.33660065053669,NA,NQO1,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00357,106.168509650031,80.2759667602884,-0.397927818290017,0.856918936596812,QDPR,dihydropteridine reductase [EC:1.5.1.34]
K00359,5.54707389284976,7.32821490750433,0.396237616319087,0.963997854733457,qorA,NADPH:quinone reductase [EC:1.6.5.5]
K00362,73.0386370612123,31.7456875678977,-1.1903097497818,0.282398517964017,nirB,nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363,3169.58674544247,6158.02743031811,0.958523358939544,0.003346175032891,nirD,nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00365,24.3251218379763,11.6420817922355,-1.05631819023406,0.69362533946888,uaZ,urate oxidase [EC:1.7.3.3]
K00366,2416.16816674441,2455.49250940512,0.023837223637368,0.995754201142204,nirA,ferredoxin-nitrite reductase [EC:1.7.7.1]
K00380,116.498986201185,68.1380717791705,-0.771649604568405,0.656303200120253,cysJ,sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381,7.60413189429367,7.77436210460631,0.051416697862601,NA,cysI,sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382,4273.80511069799,4541.1550888833,0.087635997480857,0.914476740905587,"DLD, lpd, pdhD",dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383,2299.10575018803,2736.35630913776,0.252044733526334,0.591632738280268,"GSR, gor",glutathione reductase (NADPH) [EC:1.8.1.7]
K00384,1910.01253041777,2696.24320352814,0.497433665759714,0.20706410900554,"trxB, TRR",thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00387,270.117563799989,274.13767006839,0.019929338972353,0.996176117999233,SUOX,sulfite oxidase [EC:1.8.3.1]
K00389,240.3109873167,238.553536538044,-0.012730470265737,0.997158092491632,yidH,putative membrane protein
K00390,1952.0308689362,1706.52849138854,-0.193104862591856,0.877041784647045,cysH,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392,1709.641368055,1449.9167304311,-0.238133681333674,0.776897981318826,sir,sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00407,0.300782041160064,0.80656704307973,1.27432821255545,NA,ccoQ,cytochrome c oxidase cbb3-type subunit IV
K00410,14.5643342085015,9.8277437640737,-0.563541513575317,0.949023451991931,fbcH,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411,1108.86232763233,1232.17681064302,0.151518907084919,0.857164730595568,"UQCRFS1, RIP1, petA",ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412,2.54786070047866,9.08088606684589,1.83611869393679,NA,"CYTB, petB",ubiquinol-cytochrome c reductase cytochrome b subunit
K00413,1160.55581290865,1065.58070932305,-0.12289091929842,0.916498978469436,"CYC1, CYT1, petC",ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414,23.759363473967,20.5716203200898,-0.197695166919425,0.984564779043508,"QCR1, UQCRC1",ubiquinol-cytochrome c reductase core subunit 1
K00415,879.771240683819,1053.20439040864,0.260265654740683,0.767307354676139,"QCR2, UQCRC2",ubiquinol-cytochrome c reductase core subunit 2
K00416,93.5568817089037,73.0450540577077,-0.358339270681751,0.915278767849663,"QCR6, UQCRH",ubiquinol-cytochrome c reductase subunit 6
K00417,756.162129360879,920.317632445089,0.284309780496236,0.739623243810931,"QCR7, UQCRB",ubiquinol-cytochrome c reductase subunit 7
K00418,38.3750878595945,24.5736097282453,-0.643101850949559,0.876557243249176,"QCR8, UQCRQ",ubiquinol-cytochrome c reductase subunit 8
K00419,549.974259740572,554.548555723408,0.0126151777282,0.996176117999233,"QCR9, UCRC",ubiquinol-cytochrome c reductase subunit 9
K00423,394.653896212268,377.586231940538,-0.063873169517684,0.979305531572736,E1.10.3.3,L-ascorbate oxidase [EC:1.10.3.3]
K00428,3.6848491494393,9.18804352383383,1.30626336663896,NA,E1.11.1.5,cytochrome c peroxidase [EC:1.11.1.5]
K00430,1.84260400487199,6.56538717752191,1.79295373760174,NA,E1.11.1.7,peroxidase [EC:1.11.1.7]
K00432,1360.87960685132,2022.1741012757,0.571374963980687,0.061227256929155,"gpx, btuE, bsaA",glutathione peroxidase [EC:1.11.1.9]
K00433,254.827787281014,318.27193643051,0.3196170596313,0.727802712935518,cpo,non-heme chloroperoxidase [EC:1.11.1.10]
K00434,3054.34906842634,2762.10138844325,-0.144909251875962,0.835356105871229,E1.11.1.11,L-ascorbate peroxidase [EC:1.11.1.11]
K00449,21.2731887493138,13.1885126504829,-0.683423278723968,0.908584201631125,pcaH,"protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]"
K00450,0.526458287106283,4.71868306061052,3.07338417233257,NA,E1.13.11.4,"gentisate 1,2-dioxygenase [EC:1.13.11.4]"
K00451,41.2472960890818,31.8099689764906,-0.367198687895401,0.912330618052616,"HGD, hmgA","homogentisate 1,2-dioxygenase [EC:1.13.11.5]"
K00452,0,0,0,NA,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]"
K00456,24.9117276516774,11.7523045579024,-1.09353069572888,0.452901043545018,CDO1,cysteine dioxygenase [EC:1.13.11.20]
K00457,148.521951200161,169.041000081334,0.189102109510769,0.943072788600052,"HPD, hppD",4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00459,95.7140908428147,48.6289201765889,-0.976666392170563,0.664968513151029,"ncd2, npd",nitronate monooxygenase [EC:1.13.12.16]
K00461,36.2186408544788,36.9406930886045,0.029627485837465,0.997158092491632,ALOX5,arachidonate 5-lipoxygenase [EC:1.13.11.34]
K00463,9.27152337967068,4.36613157961655,-1.09297997815477,0.886839967173795,"IDO, INDO","indoleamine 2,3-dioxygenase [EC:1.13.11.52]"
K00464,762.1969405319,696.572779417304,-0.128358979863997,0.922009882670267,diox1,"all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]"
K00465,79.4531192100801,55.9553838090228,-0.507624531976418,0.837265438797392,CCD1,"carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-]"
K00466,10.5284480215163,13.6390256624278,0.349187107959244,0.963997854733457,iaaM,tryptophan 2-monooxygenase [EC:1.13.12.3]
K00468,16.099805122824,13.4223024565773,-0.26461998579555,0.96031434218933,davB,lysine 2-monooxygenase [EC:1.13.12.2]
K00469,200.330644338272,82.4677889254487,-1.27635283538589,0.027886172549726,MIOX,inositol oxygenase [EC:1.13.99.1]
K00471,142.210411013383,117.390260176117,-0.281578542868856,0.862587977296214,E1.14.11.1,gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K00472,5676.14319157905,5526.56585017248,-0.038821026413835,0.979305531572736,P4HA,prolyl 4-hydroxylase [EC:1.14.11.2]
K00473,58.1106081245718,37.9746860176337,-0.615067938109325,0.898745609081242,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]"
K00474,80.71845653273,127.630935311285,0.652142487249916,0.714161090208725,TMLHE,trimethyllysine dioxygenase [EC:1.14.11.8]
K00476,536.473981588801,623.874670274814,0.217464559239427,0.809663305533176,ASPH,aspartate beta-hydroxylase [EC:1.14.11.16]
K00477,4810.33841296353,4927.1676560222,0.034224921560088,0.977846430872569,PHYH,phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00480,919.936505651125,947.184517201365,0.041458433134103,0.971968032535703,E1.14.13.1,salicylate hydroxylase [EC:1.14.13.1]
K00485,1405.09975559905,773.052462827734,-0.861060425401004,0.001959310920531,FMO,dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
K00486,1018.17887210051,906.141911032239,-0.168190886268653,0.850158333939863,KMO,kynurenine 3-monooxygenase [EC:1.14.13.9]
K00488,26.3429383623432,19.7184684305762,-0.415052997218733,0.917544837825349,CYP27A1,cholestanetriol 26-monooxygenase [EC:1.14.15.15]
K00489,160.535868277865,113.491499651568,-0.501847904845071,0.549081469201518,CYP7A1,cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
K00491,0,2.32696867783337,3.76344184516837,NA,nos,"nitric-oxide synthase, bacterial [EC:1.14.14.47]"
K00496,0.526458287106283,1.74522650837503,1.67570082239085,NA,"alkB1_2, alkM",alkane 1-monooxygenase [EC:1.14.15.3]
K00498,0.526458287106283,0.581742169458343,0.084097718201024,NA,CYP11A,cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6]
K00500,2.31788084491767,1.97311669067539,-0.19955503037567,NA,"phhA, PAH",phenylalanine-4-hydroxylase [EC:1.14.16.1]
K00501,0,5.49332125640246,5.01113369635044,NA,TH,tyrosine 3-monooxygenase [EC:1.14.16.2]
K00502,8.27445072243817,12.9741842090624,0.639562801245711,0.867512853883589,TPH1_2,tryptophan 5-monooxygenase [EC:1.14.16.4]
K00503,715.633680158187,591.254153881308,-0.275139832143101,0.70120640650465,DBH,dopamine beta-monooxygenase [EC:1.14.17.1]
K00505,182.252369890212,96.4171853103903,-0.914945395804781,0.447811106932566,TYR,tyrosinase [EC:1.14.18.1]
K00507,2317.75628689377,1920.46368694586,-0.270919021096904,0.583410500552842,"SCD, desC",stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
